smiles,Hepatotoxicity,group
C=C1C(CO)C(O)CC1n1cnc2c(=O)nc(N)[nH]c21,1,training
CNC(C)C(O)c1ccccc1,1,training
CNCC(O)c1ccc(O)c(O)c1,1,training
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,1,training
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,1,training
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2OC(C)=O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,1,training
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)CC(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)CC1(C)O,1,training
CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,1,training
CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O,1,training
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,1,training
CS(=O)(=O)OCCOS(C)(=O)=O,1,training
CCO,1,training
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,1,training
CCc1cc(C(N)=S)ccn1,1,training
CCSCC[C@H](N)C(=O)O,1,training
CCC1(C)CC(=O)NC1=O,1,training
OCCO,1,training
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,1,training
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,1,training
CCOC(=O)C1(CCCCCCOc2ccc(Cl)cc2)CO1,1,training
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,1,training
CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C,1,training
O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,1,training
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,1,training
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,1,training
N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,1,training
NC(=O)OCC(COC(N)=O)c1ccccc1,1,training
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,1,training
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,1,training
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,1,training
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1,1,training
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1,training
O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1,training
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,1,training
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,1,training
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1,training
N=c1[nH]c(O)ncc1F,1,training
Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,1,training
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1,training
O=c1[nH]cc(F)c(=O)[nH]1,1,training
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,1,training
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,1,training
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,1,training
CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,1,training
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,1,training
Cc1cn[nH]c1,1,training
O=C(O)P(=O)(O)O,1,training
CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)O)C(C)C,1,training
OCC1OC(O)(CO)C(O)C1O,1,training
O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1O,1,training
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,1,training
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,1,training
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1,training
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O,1,training
Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,1,training
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1,training
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1,training
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1,training
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,1,training
C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC,1,training
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,1,training
OCC1OC(O)C(O)C(O)C1O,1,training
NC(=O)CCC(N)C(=O)O,1,training
CCC1(c2ccccc2)CCC(=O)NC1=O,1,training
OCC(O)CO,1,training
Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,1,training
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,1,training
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,1,training
N=C(N)N,1,training
O=C(CC1NCCCC1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,1,training
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1,training
FC(F)(F)C(Cl)Br,1,training
CC(=O)NC1C(O)OC(CO)C(O)C1OC1OC(C(=O)O)C(OC2OC(CO)C(O)C(OC3OC(C(=O)O)C(O)C(O)C3O)C2NC(C)=O)C(O)C1O,1,training
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,1,training
NNc1nncc2ccccc12,1,training
Oc1ccc(O)cc1,1,training
NC(=O)NO,1,training
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,training
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2,1,training
CC(C)Cc1ccc(CC(=O)O)cc1,1,training
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,1,training
O=P1(NCCCl)OCCCN1CCCl,1,training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,1,training
CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,1,training
CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,1,training
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1,training
OC1C(O)C(O)C(O)C(O)C1O,1,training
Cc1cnc(NCCCN(C)C)c2c1[nH]c1ccc3cc(O)ccc3c12,1,training
CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,1,training
CC(C)NNC(=O)c1ccncc1,1,training
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1,training
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,1,training
CC(C)Nc1ncccn1,1,training
O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,1,training
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,1,training
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,1,training
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,1,training
CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,1,training
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,1,training
O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)O,1,training
NC(Cc1ccc(O)c(O)c1)C(=O)O,1,training
CC(O)C(=O)O,1,training
OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,1,training
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1,training
C[N+](C)(C)CCOP(=O)(O)OCC(COC=O)OC=O,1,training
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,1,training
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,1,training
c1ccc(C2CN3CCSC3=N2)cc1,1,training
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1,training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,1,training
CCN(CC)CC(=O)Nc1c(C)cccc1C,1,training
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,1,training
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,training
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,1,training
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,1,training
O=NN(CCCl)C(=O)NC1CCCCC1,1,training
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,1,training
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1,training
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1,training
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,1,training
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,1,training
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,1,training
Cc1ncc(COP(=O)(O)O)c(CN(CCN(CC(=O)O)Cc2c(COP(=O)(O)O)cnc(C)c2O)CC(=O)O)c1O,1,training
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1,training
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,1,training
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,1,training
CC1CCCC(C(C)C2CNCN2)C1C,1,training
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,1,training
Cc1cnc(/N=C(\O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,1,training
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1,training
CC1=CC(=O)c2ccccc2C1=O,1,training
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1,training
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,1,training
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,1,training
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,1,training
CC(C)NCC(O)c1cc(O)cc(O)c1,1,training
CN(C)C(=N)N=C(N)N,1,training
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)/C(=C(/N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,1,training
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,1,training
CNC(C)Cc1ccccc1,1,training
CN(C)CCN(Cc1cccs1)c1ccccn1,1,training
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2C1SC(C)(C)C2C(=O)[O-],1,training
CSCCC(N)C(=O)O,1,training
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,1,training
COc1c2occc2cc2ccc(=O)oc12,1,training
COCC(=O)O,1,training
COC(F)(F)C(Cl)Cl,1,training
COC(=O)C(c1ccccc1)C1CCCCN1,1,training
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,1,training
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1,training
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,1,training
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,1,training
Cc1ncc([N+](=O)[O-])n1CCO,1,training
CC(C)(C(=O)c1cccnc1)c1cccnc1,1,training
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1,training
CN1CCN2c3ccccc3Cc3ccccc3C2C1,1,training
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1,training
CCCCCCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C,1,training
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,1,training
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],1,training
CN1CCN2c3ncccc3Cc3ccccc3C2C1,1,training
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,1,training
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,1,training
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,1,training
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,1,training
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,1,training
CCOC(=O)Nc1c[n+](N2CCOCC2)no1,1,training
C[C@H]1C(=O)O[C@@H]2CCn3ccc(c32)COC(=O)[C@](C)(O)[C@]1(C)O,1,training
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,1,training
O=C(NCN1CCOCC1)c1cnccn1,1,training
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,1,training
COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,1,training
COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1,training
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,1,training
CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,1,training
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,1,training
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,1,training
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1,training
COc1ccc2cc(C(C)C(=O)O)ccc2c1,1,training
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,1,training
Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,1,training
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,1,training
NC(=O)c1cccnc1,1,training
CN1CCCC1c1cccnc1,1,training
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],1,training
O=C1CN(CCc2ccc([N+](=O)[O-])o2)C(=O)N1CO,1,training
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1,training
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,1,training
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],1,training
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,1,training
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],1,training
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,1,training
CNCC(O)C(O)C(O)C(O)CO,1,training
NCC(O)c1ccc(O)c(O)c1,1,training
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1,training
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,1,training
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,1,training
CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,1,training
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,1,training
COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,1,training
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,1,training
CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,1,training
CC1=C(CC(=O)NCc2ccccc2)c2cc(F)ccc2C1=Cc1ccncc1,1,training
NC1CCCCC1N,1,training
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1,training
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,1,training
CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1,1,training
CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1,training
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,1,training
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,1,training
Oc1cccc2ccc[nH+]c12,1,training
NCCC(O)(P(=O)(O)O)P(=O)(O)O,1,training
COC1CCNC(CS(=O)C2[N]C3CCC(OC(F)F)CC3N2)C1OC,1,training
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,1,training
Oc1ccc(Br)cc1,1,training
NC1=NC(=O)C(c2ccccc2)O1,1,training
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,1,training
CC(C)(S)C(N)C(=O)O,1,training
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,1,training
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,1,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,1,training
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,1,training
CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,1,training
Nc1ccc(N=Nc2ccccc2)c(N)n1,1,training
NNCCc1ccccc1,1,training
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1,training
c1ccc2c(c1)Nc1ccccc1S2,1,training
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,1,training
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1,training
CNCC(O)c1cccc(O)c1,1,training
S=C=Nc1ccccc1,1,training
OC(CNc1ccccn1)c1ccccc1,1,training
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1,training
O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,1,training
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1,training
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,1,training
COC1CCC(OC)C(CC2C[N]C3NC(N)[N]C(N)C3C2C)C1,1,training
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1,training
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,1,training
O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,1,training
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,1,training
OCCOCCOCCOCCOCCOCCOCCOCCOCCO,1,training
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-],1,training
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,1,training
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,1,training
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,1,training
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1,training
CCC1(c2ccccc2)C(=O)NCNC1=O,1,training
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,1,training
CCN(CC)CCNC(=O)c1ccc(N)cc1,1,training
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1,training
CC(C)c1cccc(C(C)C)c1O,1,training
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,1,training
CC(C)NCC(O)COc1cccc2ccccc12,1,training
CCCc1cc(=O)[nH]c(=S)[nH]1,1,training
CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,1,training
CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,1,training
CCCc1cc(C(N)=S)ccn1,1,training
NC(=O)c1cnccn1,1,training
CNC(=O)OCc1cccc(COC(=O)NC)n1,1,training
CCN(CC)CCCC(C)NC1C2CCC(Cl)CC2NC2CCC(OC)CC21,1,training
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,1,training
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,1,training
C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,1,training
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)ccc2[nH]1,1,training
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,1,training
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,1,training
CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,1,training
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,1,training
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,1,training
Nc1nc2ccc(OC(F)(F)F)cc2s1,1,training
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1,training
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,1,training
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,1,training
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,1,training
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,1,training
NC(=O)c1ccccc1O,1,training
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,1,training
C#CCN(C)C(C)Cc1ccccc1,1,training
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,1,training
FCOC(C(F)(F)F)C(F)(F)F,1,training
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,1,training
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,1,training
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1,training
Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,1,training
O=C(O)CCCc1ccccc1,1,training
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,1,training
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,1,training
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,1,training
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,1,training
O=C(CCCCCCC(=O)Nc1ccccc1)NO,1,training
CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O,1,training
CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O,1,training
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,1,training
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,1,training
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,1,training
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,1,training
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1,training
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1,training
Nc1ccc(S(N)(=O)=O)cc1,1,training
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,1,training
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,1,training
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,1,training
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1,1,training
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,1,training
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,1,training
Nc1c2c(nc3ccccc13)CCCC2,1,training
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1,training
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,1,training
O=c1[nH]c(=O)n(C2CCCO2)cc1F,1,training
